,Week,Opponent,Rank,Fantasy
4796,2,ARI,14,2.3
4797,9,CHI,24,10.6
4798,10,KAN,7,10.5
4799,11,SEA,3,7
4800,12,SDG,29,12.8
4801,14,DAL,5,4.2
4802,1,CIN,8,4.8
4803,2,BUF,17,0.3
4804,3,KAN,7,5.1
4805,4,SEA,3,8
4806,5,PIT,10,5.1
4807,6,ARI,14,2.2
4808,7,BAL,9,1.8
4809,8,CLE,30,13.9
4810,9,MIA,18,5.1
4811,10,LAR,23,14.9
4812,11,NWE,1,4.3
4813,12,IND,22,0.3
4814,13,SFO,32,29.9
4815,14,MIA,18,16.2
4816,15,NWE,1,7.4
4817,16,BUF,17,19.7
4818,1,DEN,23,13.9
4819,2,MIA,29,13.8
4820,3,KAN,15,13.9
4821,4,PHI,4,2.9
4822,5,NYG,27,28.3
4823,6,OAK,20,27
4824,7,DEN,23,4.4
4825,8,NWE,5,19.9
4826,9,JAX,2,4.2
4827,10,BUF,18,14
4828,11,DAL,13,8.8
4829,12,CLE,31,10.6
4830,14,KAN,15,22.9
4831,15,NYJ,22,18.8
4832,16,OAK,20,12.4
4833,1,ATL,8,12.6
4834,2,TAM,24,0.7
4835,3,PIT,7,26.6
4836,4,GNB,26,12.3
4837,5,MIN,1,7.6
4838,6,BAL,6,17.6
4839,7,CAR,11,6.5
4840,9,GNB,26,5.4
4841,10,DET,21,18.5
4842,11,PHI,4,1.9
4843,12,SFO,25,3.3
4844,13,CIN,16,27.5
4845,14,DET,21,6.3
4846,15,CLE,31,16.4
4847,16,MIN,1,1.4
4848,1,NWE,5,40.6
4849,2,PHI,4,22.9
4850,3,LAC,3,24.3
4851,5,HOU,32,11.6
4852,6,PIT,7,11
4853,7,OAK,20,11.7
4854,8,DEN,23,6.8
4855,9,DAL,13,6.1
4856,10,NYG,27,7.7
4857,11,BUF,18,2.6
4858,12,NYJ,22,6.3
4859,13,OAK,20,19.8
4860,14,LAC,3,32.6
4861,15,MIA,29,16.6
4862,16,DEN,23,9.5
4863,1,HOU,32,18.4
4864,2,TEN,17,12.1
4865,3,BAL,6,14
4866,4,NYJ,22,20.5
4867,5,PIT,7,30.4
4868,6,LAR,12,19.8
4869,9,LAC,3,4.6
4870,10,CLE,31,11.8
4871,11,ARI,19,4.2
4872,12,IND,30,13.9
4873,13,SEA,14,17.9
4874,15,SFO,25,13
4875,16,TEN,17,13.6
4876,1,LAR,12,5.2
4877,2,ARI,19,10.6
4878,3,CLE,31,11.7
4879,4,SEA,14,8
4880,5,SFO,25,8.6
4881,6,TEN,17,6.7
4882,7,JAX,2,3.4
4883,8,CIN,16,10.1
4884,9,HOU,32,7.7
4885,10,PIT,7,6.1
4886,11,TEN,17,13.9
4887,12,JAX,2,6.1
4888,13,BUF,18,14
4889,14,DEN,23,6.8
4890,15,BAL,6,14.6
4891,16,HOU,32,11.1
4892,1,NYG,27,14
4893,2,DEN,23,2.2
4894,3,ARI,19,15.4
4895,4,LAR,12,25.9
4896,5,GNB,26,13.2
4897,6,SFO,25,39.9
4898,8,KAN,15,15.3
4899,15,SEA,14,11.8
4900,16,PHI,4,14.1
4901,1,CAR,11,7.7
4902,2,SEA,14,14.3
4903,3,LAR,12,21.4
4904,4,ARI,19,9.5
4905,5,IND,30,1.8
4906,7,DAL,13,8.8
4907,8,PHI,4,4.7
4908,9,ARI,19,12.5
4909,10,NYG,27,10.4
4910,11,SEA,14,6.8
4911,12,CHI,9,6.6
4912,13,HOU,32,13.8
4913,14,TEN,17,3.9
4914,15,JAX,2,13.3
4915,16,LAR,12,19.8
4916,2,PIT,7,0.6
4917,3,TAM,24,0.5
4918,4,DET,21,2.9
4919,5,CHI,9,4.3
4920,6,GNB,26,3.8
4921,7,BAL,6,17.3
4922,8,CLE,31,4.7
4923,10,LAR,12,21.6
4924,11,DET,21,14.4
4925,12,ATL,8,9.7
4926,13,CAR,11,2
4927,14,CIN,16,16.4
4928,15,GNB,26,7.5
4929,16,CHI,9,23.4
4930,2,CLE,31,2.2
4931,3,JAX,2,8.2
4932,4,PIT,7,6.2
4933,5,OAK,20,5.5
4934,6,CHI,9,7.4
4935,7,MIN,1,3
4936,8,MIA,29,14.3
4937,9,TEN,17,4.6
4938,10,GNB,26,13.1
4939,11,HOU,32,11.7
4940,12,DET,21,21.8
4941,13,PIT,7,22.6
4942,14,CLE,31,5.2
4943,15,IND,30,6.6
4944,16,CIN,16,15.6
4945,1,TEN,17,9.2
4946,2,NYJ,22,10.9
4947,4,DEN,23,1.2
4948,5,BAL,6,11.3
4949,6,LAC,3,6.3
4950,7,KAN,15,0.9
4951,9,MIA,29,18.3
4952,10,NWE,5,7.7
4953,11,DEN,23,17
4954,12,NYG,27,18.1
4955,13,KAN,15,12.4
4956,14,DAL,13,9.2
4957,15,PHI,4,7.2
4958,16,LAC,3,11.9
4959,1,PIT,7,8.6
4960,2,BAL,6,3.7
4961,3,IND,30,5.4
4962,4,CIN,16,2.7
4963,5,NYJ,22,6.7
4964,6,HOU,32,7.3
4965,7,TEN,17,7.1
4966,8,MIN,1,15.8
4967,9,DET,21,15.5
4968,10,JAX,2,1.8
4969,11,CIN,16,10.5
4970,12,LAC,3,4.4
4971,13,GNB,26,13.1
4972,14,BAL,6,6.5
4973,15,CHI,9,4.3
4974,16,PIT,7,2.1
4975,1,SFO,25,14.2
4976,2,BUF,18,4
4977,4,NWE,5,4.8
4978,5,DET,21,4.4
4979,6,PHI,4,4.8
4980,7,CHI,9,9.4
4981,8,TAM,24,-1.9
4982,9,ATL,8,11
4983,10,MIA,29,8.6
4984,11,NYJ,22,10.5
4985,13,MIN,1,3.6
4986,14,GNB,26,1.8
4987,1,CHI,9,9.9
4988,2,GNB,26,22
4989,3,DET,21,19.8
4990,4,BUF,18,13.8
4991,5,MIA,29,7.9
4992,6,NWE,5,9
4993,7,NYJ,22,6.1
4994,8,CAR,11,6.4
4995,9,DAL,13,0.3
4996,12,MIN,1,8.1
4997,14,TAM,24,25.4
4998,16,CAR,11,16.8
4999,1,OAK,20,6
5000,2,JAX,2,2.8
5001,3,SEA,14,18
5002,4,HOU,32,3.5
5003,5,MIA,29,4.9
5004,6,IND,30,14.7
5005,7,CLE,31,7.6
5006,8,BAL,6,4.1
5007,9,CIN,16,25.2
5008,10,PIT,7,4.7
5009,11,IND,30,10.2
5010,12,HOU,32,7.9
5011,13,ARI,19,4.7
5012,14,SFO,25,6.3
5013,15,LAR,12,11.9
5014,1,KAN,15,0.9
5015,3,HOU,32,1.7
5016,4,CAR,11,8.7
5017,5,TAM,24,6.3
5018,6,NYJ,22,11.2
5019,7,ATL,8,8.2
5020,8,LAC,3,5.4
5021,9,DEN,23,17.5
5022,10,OAK,20,14.8
5023,11,MIA,29,11.3
5024,12,BUF,18,9.2
5025,13,MIA,29,6.7
5026,14,PIT,7,14
5027,15,BUF,18,27.3
5028,16,NYJ,22,25.3
5029,1,BAL,6,2.4
5030,2,HOU,32,4.1
5031,3,GNB,26,10.1
5032,4,CLE,31,4.8
5033,5,BUF,18,11.1
5034,6,PIT,7,6.8
5035,7,IND,30,8.9
5036,8,JAX,2,10.6
5037,9,TEN,17,10
5038,10,DEN,23,4.9
5039,11,CLE,31,22.5
5040,12,PIT,7,4.2
5041,15,DET,21,3.2
5042,16,BAL,6,7.7
5043,1,BUF,18,3.9
5044,2,OAK,20,1.3
5045,3,MIA,29,9.7
5046,4,JAX,2,25
5047,5,CLE,31,3.3
5048,7,MIA,29,8.3
5049,8,ATL,8,6.1
5050,9,BUF,18,7.4
5051,10,TAM,24,1.6
5052,11,CAR,11,4.6
5053,12,KAN,15,11
5054,13,DEN,23,3.5
5055,15,LAC,3,20.5
5056,16,NWE,5,5.6
5057,1,OAK,20,2.5
5058,2,JAX,2,15.2
5059,3,SEA,14,6.4
5060,4,HOU,32,0.7
5061,5,MIA,29,0.9
5062,6,IND,30,20.5
5063,7,CLE,31,2.4
5064,8,BAL,6,9.6
5065,9,CIN,16,5.2
5066,10,PIT,7,3.2
5067,11,IND,30,8.9
5068,12,HOU,32,16.9
5069,13,ARI,19,8
5070,14,SFO,25,2.8
5071,15,LAR,12,3.1
5072,16,JAX,2,17.7
5073,1,PHI,4,6.7
5074,2,LAR,12,3.5
5075,3,OAK,20,2.7
5076,4,KAN,15,10.7
5077,5,SFO,25,0.9
5078,6,PHI,4,6
5079,7,DAL,13,18.6
5080,8,SEA,14,13
5081,9,MIN,1,6.9
5082,11,NYG,27,6.6
5083,12,DAL,13,5.4
5084,13,LAC,3,0.3
5085,2,KAN,15,12.7
5086,3,NYG,27,15.6
5087,4,LAC,3,7.4
5088,5,ARI,19,8.7
5089,6,CAR,11,2.9
5090,8,SFO,25,3.7
5091,9,DEN,23,5.7
5092,10,DAL,13,7.7
5093,11,CHI,9,2.6
5094,12,SEA,14,2.3
5095,13,LAR,12,2.1
5096,14,NYG,27,1.5
5097,15,OAK,20,4.8
5098,1,DAL,13,1.3
5099,2,DET,21,2
5100,3,PHI,4,3.3
5101,5,LAC,3,13.2
5102,6,DEN,23,13
5103,7,SEA,14,4.8
5104,8,LAR,12,7.9
5105,9,SFO,25,10.8
5106,10,KAN,15,15
5107,12,OAK,20,9.1
5108,13,DAL,13,4.4
5109,14,PHI,4,7.6
5110,15,ARI,19,1
5111,1,ARI,19,4.1
5112,2,NYG,27,8.6
5113,3,ATL,8,8.6
5114,4,MIN,1,16.9
5115,5,CAR,11,3.4
5116,7,PIT,7,3.8
5117,8,GNB,26,9.7
5118,9,CLE,31,11.5
5119,10,CHI,9,9.5
5120,11,MIN,1,4.3
5121,14,CHI,9,2.1
5122,15,CIN,16,2.6
5123,16,GNB,26,8.9
5124,1,CAR,19,14.6
5125,2,NYG,23,14.7
5126,3,SEA,11,11.8
5127,4,DET,16,30
5128,5,HOU,4,8.4
5129,6,JAX,5,17.7
5130,8,TEN,3,11.2
5131,9,PHI,12,30.7
5132,10,ATL,25,26.1
5133,13,PHI,12,19.2
5134,14,IND,10,12.8
5135,15,TAM,31,10.9
5136,1,JAX,5,18.8
5137,2,DAL,6,10.8
5138,3,HOU,4,17.7
5139,5,CAR,19,24.9
5140,6,PHI,12,28.9
5141,7,ATL,25,17.4
5142,9,SFO,28,10
5143,10,TAM,31,33.2
5144,11,PHI,12,26.2
5145,12,CHI,1,14.6
5146,14,TEN,3,5.6
5147,15,IND,10,13.7
5148,16,DAL,6,20.2
5149,1,GNB,22,10.7
5150,2,SEA,11,6.8
5151,3,ARI,26,14.1
5152,4,TAM,31,2.5
5153,5,MIA,27,4.9
5154,6,NWE,7,10.8
5155,7,NYJ,29,14.1
5156,8,BUF,18,16.7
5157,9,DET,16,3.2
5158,10,MIN,9,6.5
5159,11,DET,16,1.5
5160,12,NYG,23,8
5161,13,LAR,20,10.3
5162,14,GNB,22,13.5
5163,15,SFO,28,13
5164,16,MIN,9,23.4
5165,1,DEN,13,5.9
5166,2,CHI,1,2.4
5167,3,DAL,6,18.4
5168,5,LAR,20,12.7
5169,6,OAK,32,5.9
5170,7,DET,16,18.4
5171,8,LAC,8,4
5172,10,GNB,22,12.3
5173,11,CAR,19,12.3
5174,12,SFO,28,10.8
5175,13,MIN,9,15
5176,14,SFO,28,20.8
5177,15,KAN,24,23.6
5178,16,ARI,26,18.9
5179,1,CLE,21,29.2
5180,2,KAN,24,14.5
5181,3,TAM,31,9.5
5182,4,BAL,2,6.4
5183,5,ATL,25,30.5
5184,6,CIN,30,24.9
5185,7,CLE,21,33.2
5186,8,BAL,2,22.3
5187,9,CAR,19,13.3
5188,10,JAX,5,4.9
5189,11,DEN,13,7.5
5190,12,LAC,8,19.4
5191,16,CIN,30,9.4
5192,1,MIA,27,3.1
5193,2,HOU,4,5.92
5194,3,JAX,5,5.7
5195,4,PHI,12,3.1
5196,5,BUF,18,5.6
5197,6,BAL,2,2.6
5198,7,LAC,8,12.5
5199,8,DAL,6,9.2
5200,9,NWE,7,17.8
5201,10,IND,10,4.6
5202,11,HOU,4,2.9
5203,12,NYJ,29,10.5
5204,13,JAX,5,47.8
5205,14,NYG,23,29.24
5206,16,IND,10,10.6
5207,2,JAX,5,4.1
5208,3,DET,16,4.9
5209,4,MIA,27,17.2
5210,5,IND,10,17
5211,6,KAN,24,22.6
5212,7,CHI,1,1.5
5213,10,TEN,3,3.1
5214,11,NYJ,29,20.5
5215,12,MIN,9,7
5216,13,MIA,27,5.7
5217,14,PIT,17,5.9
5218,15,BUF,18,17.6
5219,16,NYJ,29,5
5220,6,NYJ,29,9.3
5221,7,BUF,18,29.9
5222,8,OAK,32,26.9
5223,9,JAX,5,5.8
5224,10,TEN,3,12.9
5225,11,MIA,27,9.6
5226,12,JAX,5,3.3
5227,13,HOU,4,9.3
5228,14,DAL,6,24.9
5229,15,NYG,23,9.8
5230,16,TEN,3,15.8
5231,1,TAM,31,34.1
5232,2,CLE,21,11.9
5233,3,ATL,25,19
5234,4,NYG,23,36.1
5235,6,BAL,2,13.5
5236,7,MIN,9,19.6
5237,8,LAR,20,29.6
5238,9,CIN,30,22.2
5239,10,PHI,12,16.8
5240,11,ATL,25,9.8
5241,12,DAL,6,7.2
5242,13,TAM,31,10.7
5243,14,CAR,19,16.3
5244,15,PIT,17,22.5
5245,1,PIT,17,2.1
5246,3,NYJ,29,0.6
5247,4,OAK,32,22.5
5248,5,BAL,2,0.2
5249,6,LAC,8,2.5
5250,7,TAM,31,14
5251,8,PIT,17,7.5
5252,9,KAN,24,15
5253,10,ATL,25,32.9
5254,11,CIN,30,24.8
5255,12,HOU,4,13.2
5256,13,CAR,19,14.3
5257,14,DEN,13,10
5258,15,CIN,30,11.5
5259,16,BAL,2,2
5260,1,SEA,11,16.2
5261,2,OAK,32,11.1
5262,3,BAL,2,2
5263,4,KAN,24,13.9
5264,5,NYJ,29,8.1
5265,6,LAR,20,6.6
5266,7,ARI,26,15.6
5267,8,KAN,24,17.2
5268,9,HOU,4,8.4
5269,10,LAC,8,22.6
5270,11,PIT,17,17
5271,12,CIN,30,27.9
5272,13,SFO,28,11.1
5273,14,CLE,21,4.4
5274,15,OAK,32,5.7
5275,1,LAC,8,4.9
5276,2,PIT,17,14
5277,3,SFO,28,16.4
5278,4,DEN,13,23.5
5279,5,JAX,5,15.4
5280,6,NWE,7,24.5
5281,7,CIN,30,32.1
5282,8,DEN,13,14.6
5283,9,CLE,21,32.1
5284,10,ARI,26,9.6
5285,11,LAR,20,17.1
5286,1,KAN,24,18.6
5287,2,BUF,18,24.6
5288,3,LAR,20,14.4
5289,4,SFO,28,23.9
5290,5,OAK,32,18
5291,6,CLE,21,33
5292,8,SEA,11,18.3
5293,9,OAK,32,22.5
5294,10,DEN,13,15.6
5295,11,ARI,26,18.6
5296,15,BAL,2,11.4
5297,16,DEN,13,6.6
5298,1,LAR,20,1.7
5299,2,DEN,13,2.4
5300,3,MIA,27,4.3
5301,4,CLE,21,1.1
5302,5,LAC,8,0.1
5303,6,SEA,11,0.8
5304,7,IND,10,6.9
5305,8,SFO,28,6.9
5306,9,LAC,8,9.2
5307,10,ARI,26,5.8
5308,11,BAL,2,13.2
5309,12,KAN,24,10.7
5310,13,PIT,17,9.2
5311,14,CIN,30,3.9
5312,15,DEN,13,17.6
5313,16,KAN,24,8.1
5314,1,TEN,3,6.1
5315,2,NYJ,29,4.4
5316,3,OAK,32,1.2
5317,4,NWE,7,11.7
5318,5,CIN,30,6.3
5319,6,CHI,1,11.9
5320,7,DET,16,3.3
5321,8,HOU,4,5.8
5322,9,NYJ,29,5.9
5323,10,GNB,22,10.2
5324,11,IND,10,7.7
5325,12,BUF,18,3.1
5326,13,NWE,7,11.6
5327,14,MIN,9,1.4
5328,1,MIA,27,17
5329,2,HOU,4,4.3
5330,3,JAX,5,4
5331,4,PHI,12,6.6
5332,5,BUF,18,2.8
5333,6,BAL,2,1.4
5334,7,LAC,8,15.5
5335,8,DAL,6,18.2
5336,9,NWE,7,6.8
5337,10,IND,10,3.2
5338,11,HOU,4,4.1
5339,12,NYJ,29,3.4
5340,13,JAX,5,5.2
5341,14,NYG,23,4.4
5342,16,IND,10,2.3
5343,1,NYJ,29,3.5
5344,2,SFO,28,6.5
5345,3,NWE,7,1.2
5346,4,DAL,6,14.2
5347,5,GNB,22,11
5348,6,MIA,27,2.6
5349,7,SEA,11,1
5350,8,MIN,9,0.4
5351,9,CHI,1,0.1
5352,10,CAR,19,22.3
5353,11,CHI,1,6.1
5354,12,LAR,20,3.1
5355,13,ARI,26,0.9
5356,14,BUF,18,2.4
5357,15,MIN,9,1.5
5358,1,MIN,9,5.1
5359,2,DET,16,21.9
5360,3,KAN,24,11.7
5361,4,LAC,8,7.1
5362,5,ARI,26,12.1
5363,6,GNB,22,12.1
5364,7,LAR,20,-0.5
5365,8,ARI,26,4.2
5366,9,OAK,32,4.7
5367,10,NYG,23,25.2
5368,11,TAM,31,14
5369,12,SEA,11,5.7
5370,14,SEA,11,9.6
5371,15,CHI,1,2.6
5372,1,DET,16,22.2
5373,2,MIA,27,3.9
5374,3,CLE,21,17.1
5375,4,JAX,5,0.3
5376,5,DEN,13,29.1
5377,6,IND,10,5.2
5378,7,MIN,9,5
5379,8,CHI,1,3.8
5380,9,MIA,27,6
5381,10,BUF,18,9.7
5382,11,NWE,7,6
5383,12,TEN,3,10.7
5384,13,BUF,18,0.7
5385,1,SFO,28,4.2
5386,2,GNB,22,1.9
5387,3,BUF,18,3.1
5388,4,LAR,20,3.8
5389,5,PHI,12,5.6
5390,6,ARI,26,21.8
5391,7,NYJ,29,20.3
5392,9,DET,16,10.7
5393,10,CHI,1,0.5
5394,11,GNB,22,3.3
5395,12,NWE,7,1.4
5396,13,SEA,11,0.4
5397,14,MIA,27,12.8
5398,15,DET,16,2.8
5399,16,CHI,1,1.8
5400,1,CLE,20,27.9
5401,2,IND,18,15.4
5402,3,JAX,21,10.6
5403,4,ATL,23,10.8
5404,5,BUF,2,13.8
5405,6,DEN,10,3.3
5406,7,LAC,14,16.8
5407,8,TAM,29,6.3
5408,9,CAR,31,21.9
5409,10,KAN,7,31.1
5410,11,JAX,21,27.5
5411,12,IND,18,20.6
5412,13,OAK,24,22.9
5413,14,HOU,19,8.6
5414,16,HOU,19,39.1
5415,1,NYG,30,12.3
5416,3,MIA,32,13.9
5417,5,GNB,9,15.1
5418,6,NYJ,16,21.3
5419,7,PHI,15,20.7
5420,8,NYG,30,13.9
5421,9,MIN,5,6.3
5422,10,DET,26,17.3
5423,11,NWE,1,12.6
5424,12,BUF,2,13.7
5425,13,CHI,4,21.3
5426,14,LAR,17,28
5427,15,PHI,15,8.4
5428,1,TEN,12,8.5
5429,2,NYJ,16,15.8
5430,3,LAR,17,13.1
5431,4,BAL,3,36.3
5432,5,SFO,8,9.9
5433,6,SEA,22,23.9
5434,7,NWE,1,9.8
5435,8,DEN,10,9.1
5436,9,BUF,2,12.1
5437,10,PIT,6,9.2
5438,11,MIA,32,22.4
5439,12,PIT,6,7.9
5440,13,CIN,25,11.7
5441,14,ARI,28,20.8
5442,15,BAL,3,4.5
5443,16,CIN,25,4.2
5444,1,CIN,25,18
5445,2,PIT,6,6.7
5446,4,ARI,28,14.5
5447,5,LAR,17,18.3
5448,6,CLE,20,21.9
5449,7,BAL,3,7.4
5450,8,ATL,23,15
5451,9,TAM,29,11.3
5452,10,SFO,8,16.1
5453,11,PHI,15,5.7
5454,12,MIN,5,16.9
5455,13,LAR,17,9.1
5456,14,CAR,31,25.7
5457,15,ARI,28,6
5458,1,SEA,22,1.7
5459,2,SFO,8,2.7
5460,3,BUF,2,15.4
5461,4,PIT,6,6.3
5462,5,ARI,28,10.9
5463,6,BAL,3,3.9
5464,7,JAX,21,6.4
5465,8,LAR,17,13.7
5466,9,BAL,3,15.1
5467,10,OAK,24,16.3
5468,11,PIT,6,7.9
5469,12,NYJ,16,13
5470,13,CLE,20,24.6
5471,14,NWE,1,15.6
5472,15,MIA,32,7.3
5473,16,CLE,20,29.6
5474,1,KAN,7,7.4
5475,2,HOU,19,8.7
5476,3,TEN,12,9.2
5477,4,DEN,10,24.5
5478,5,CAR,31,19.7
5479,7,CIN,25,14.5
5480,8,NYJ,16,13.6
5481,9,HOU,19,7.2
5482,10,IND,18,5.7
5483,11,TEN,12,27.9
5484,12,TAM,29,9.1
5485,13,LAC,14,6.3
5486,14,OAK,24,7.3
5487,15,ATL,23,10.5
5488,1,LAC,14,25.4
5489,2,TEN,12,6.3
5490,3,ATL,23,14.8
5491,4,OAK,24,3.9
5492,5,KAN,7,14.8
5493,6,HOU,19,5.6
5494,7,DEN,10,15
5495,8,PIT,6,8.9
5496,9,MIA,32,8.2
5497,10,JAX,21,16.9
5498,13,TAM,29,9.8
5499,15,CAR,31,16.1
5500,16,JAX,21,19.7
5501,1,PIT,6,1.4
5502,2,MIA,32,12.3
5503,3,NYJ,16,7.1
5504,4,BUF,2,6.3
5505,6,NYG,30,11.3
5506,7,NYJ,16,21.4
5507,8,CLE,20,7.4
5508,9,BAL,3,3
5509,10,PHI,15,4.4
5510,11,DAL,11,8.5
5511,12,HOU,19,4.5
5512,13,KAN,7,0.9
5513,14,CIN,25,10.3
5514,15,BUF,2,10.1
5515,16,MIA,32,13.4
5516,2,JAX,21,9
5517,3,LAC,14,7.9
5518,4,CAR,31,6.4
5519,5,ATL,23,12
5520,6,KAN,7,17
5521,7,IND,18,3.5
5522,8,OAK,24,8.3
5523,9,JAX,21,14
5524,10,BAL,3,12.5
5525,11,IND,18,6.7
5526,12,NWE,1,2.2
5527,13,DEN,10,7.8
5528,14,TEN,12,16.4
5529,15,TAM,29,9.7
5530,16,TEN,12,1.3
5531,1,CHI,4,3.9
5532,2,MIN,5,21
5533,3,DEN,10,14.3
5534,4,PHI,15,11.8
5535,5,DAL,11,42.2
5536,6,DET,26,4
5537,7,OAK,24,14.3
5538,8,KAN,7,34.6
5539,9,LAC,14,2.9
5540,10,CAR,31,27.3
5541,11,SFO,8,3.8
5542,12,NYG,30,3.1
5543,14,CHI,4,17.1
5544,15,MIN,5,26
5545,16,DET,26,14.3
5546,1,OAK,24,6.6
5547,2,CHI,4,6.6
5548,3,GNB,9,25
5549,4,JAX,21,6
5550,5,LAC,14,20.7
5551,6,TEN,12,13.5
5552,7,KAN,7,3.2
5553,8,IND,18,7.6
5554,9,CLE,20,15.2
5555,10,MIN,5,7.5
5556,11,BUF,2,6.8
5557,12,LAC,14,6.2
5558,13,HOU,19,11.5
5559,14,KAN,7,3.2
5560,15,DET,26,17.8
5561,16,OAK,24,5.3
5562,1,DAL,11,13.9
5563,2,BUF,2,19.5
5564,3,TAM,29,3.7
5565,7,ARI,28,14
5566,8,DET,26,20.3
5567,9,DAL,11,9.5
5568,10,NYJ,16,3.1
5569,11,CHI,4,6
5570,12,GNB,9,11.5
5571,13,PHI,15,6.7
5572,14,MIA,32,26.3
5573,16,PHI,15,17.7
5574,1,MIN,5,1.1
5575,2,PHI,15,6.4
5576,3,IND,18,9.5
5577,4,TEN,12,10
5578,5,HOU,19,13
5579,6,ARI,28,23.8
5580,7,LAR,17,2.5
5581,8,SEA,22,8.2
5582,13,CAR,31,15.4
5583,14,SFO,8,5.5
5584,15,JAX,21,24.7
5585,16,TAM,29,7.3
5586,1,HOU,19,16.9
5587,2,LAR,17,6
5588,3,SEA,22,28.1
5589,4,DAL,11,8.9
5590,5,TAM,29,10.92
5591,6,JAX,21,6.6
5592,9,ATL,23,7.4
5593,10,TAM,29,12.2
5594,11,CAR,31,10.2
5595,12,ATL,23,8.4
5596,13,SFO,8,2.3
5597,14,IND,18,8.9
5598,15,TEN,12,23
5599,16,CAR,31,17.7
5600,1,NYJ,16,2
5601,2,NYG,30,14.3
5602,3,CIN,25,14.9
5603,4,NWE,1,10.9
5604,5,TEN,12,6.9
5605,6,MIA,32,6.6
5606,7,PHI,15,3.4
5607,9,CLE,20,1.6
5608,10,MIA,32,4.5
5609,11,DEN,10,6.5
5610,12,DAL,11,2.5
5611,13,BAL,3,0.6
5612,14,PIT,6,1.5
5613,15,NWE,1,4.2
5614,5,DEN,10,3.8
5615,6,PIT,6,4.8
5616,7,TEN,12,6.9
5617,8,CHI,4,9.4
5618,9,GNB,9,22.9
5619,10,OAK,24,19.3
5620,11,KAN,7,9
5621,12,DEN,10,11
5622,13,JAX,21,14.4
5623,14,MIN,5,2.4
5624,15,OAK,24,16.7
5625,16,KAN,7,18.2
5626,1,NYJ,16,9.8
5627,2,NYG,30,11.7
5628,6,MIA,32,2.6
5629,7,PHI,15,10.9
5630,9,CLE,20,5
5631,10,MIA,32,7.9
5632,11,DEN,10,11.4
5633,12,DAL,11,16.1
5634,13,BAL,3,11.8
5635,14,PIT,6,6.9
5636,15,NWE,1,4.8
5637,1,HOU,19,10.7
5638,2,LAR,17,2.3
5639,3,SEA,22,0.2
5640,4,DAL,11,2
5641,5,TAM,29,3.4
5642,6,JAX,21,7.9
5643,7,CHI,4,27
5644,8,ARI,28,27.7
5645,9,ATL,23,1.9
5646,10,TAM,29,3.2
5647,11,CAR,31,12.4
5648,12,ATL,23,0.2
5649,13,SFO,8,9.4
5650,14,IND,18,4.9
5651,15,TEN,12,2.5
5652,16,CAR,31,7.5
